Removed Pin From Net: NetName=GND Pin=C2-1
Removed Pin From Net: NetName=5V Pin=C4-1
Removed Pin From Net: NetName=DGND Pin=C4-2
Removed Pin From Net: NetName=DGND Pin=C5-1
Removed Pin From Net: NetName=5V Pin=C5-2
Removed Pin From Net: NetName=NetC7_1 Pin=C7-1
Removed Pin From Net: NetName=DGND Pin=C7-2
Removed Pin From Net: NetName=GND Pin=D1-3
Removed Pin From Net: NetName=GND Pin=D2-3
Removed Pin From Net: NetName=5V Pin=D3-1
Removed Pin From Net: NetName=NetC7_1 Pin=D3-3
Removed Pin From Net: NetName=DGND Pin=D5-3
Removed Pin From Net: NetName=CHGND Pin=J1-A1/B12
Removed Pin From Net: NetName=VBUS Pin=J1-A4/B9
Removed Pin From Net: NetName=CHGND Pin=J1-B1/A12
Removed Pin From Net: NetName=VBUS Pin=J1-B4/A9
Removed Pin From Net: NetName=CHGND Pin=J1-S1
Removed Pin From Net: NetName=CHGND Pin=J1-S2
Removed Pin From Net: NetName=CHGND Pin=J1-S3
Removed Pin From Net: NetName=CHGND Pin=J1-S4
Removed Pin From Net: NetName=NetD4_3 Pin=R7-1
Removed Pin From Net: NetName=NetD4_3 Pin=R9-2
Removed Pin From Net: NetName=DGND Pin=U3-2
Removed Pin From Net: NetName=NetC7_1 Pin=U3-5
Removed Member From Class: ClassName=CtlBoard Member=C1
Removed Member From Class: ClassName=CtlBoard Member=C2
Removed Member From Class: ClassName=CtlBoard Member=C3
Removed Member From Class: ClassName=CtlBoard Member=C4
Removed Member From Class: ClassName=CtlBoard Member=C6
Removed Member From Class: ClassName=CtlBoard Member=CN1
Removed Member From Class: ClassName=CtlBoard Member=D1
Removed Member From Class: ClassName=CtlBoard Member=D2
Removed Member From Class: ClassName=CtlBoard Member=D3
Removed Member From Class: ClassName=CtlBoard Member=D5
Removed Member From Class: ClassName=CtlBoard Member=J1
Removed Member From Class: ClassName=CtlBoard Member=R1
Removed Member From Class: ClassName=CtlBoard Member=R4
Removed Member From Class: ClassName=CtlBoard Member=R6
Removed Member From Class: ClassName=CtlBoard Member=R9
Removed Member From Class: ClassName=CtlBoard Member=U2
Removed Member From Class: ClassName=CtlBoard Member=U3
Change Component Footprint: Designator=C7 Old Footprint=CAP_EEEFT1V470AR New Footprint=CAPC2012X60N
Change Component Footprint: Designator=C5 Old Footprint=CAPC2012X60N New Footprint=CAP_EEEFT1V470AR
Change Component Comment : Designator=R7 Old Comment= New Comment=NF
Change Component Comment : Designator=R8 Old Comment=NF New Comment=
Change Component Designator: OldDesignator=D4 NewDesignator=D?
Change Component Designator: OldDesignator=Q1 NewDesignator=Q?
Change Component Designator: OldDesignator=Q2 NewDesignator=Q?
Change Component Designator: OldDesignator=R100 NewDesignator=R5
Change component parameters: Designator = "C5" ("C5"); Footprint = "CAPC2012X60N"; UniqueID = "\QCXZUDON" ("\QCXZUDON")
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.diodes.com"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet web"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://pdf1.alldatasheet.com/datasheet-pdf/view/515456/DIODES/ZHCS1000TA.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "Datasheet local"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DigiKey"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Farnell"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HelpURL"; Value = "https://www.diodes.com/assets/Datasheets/ZHCS1000.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MF"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mouser"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MP"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "My_P/N"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "SOT91P240X110-3N"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Profusion"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RS"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "UA P/N"; Value = "15-0xxx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "ZHCS1000TA"; VariantName = "[No Variations]"
Change component parameters: Designator = "Q1" ("Q?"); Footprint = "SOT91P240X110-3N"; UniqueID = "\GHXSQULS" ("\GHXSQULS")
Change component parameters (AddParameter): Name = "Arrow"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Web MF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.diodes.com"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet web"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://html.alldatasheet.com/html-pdf/833068/DIODES/DMP1045U/217/1/DMP1045U.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "Datasheet local"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DigiKey"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Farnell"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HelpURL"; Value = "https://www.diodes.com/assets/Datasheets/DMP1045U.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MF"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mouser"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MP"; Value = "FS8205A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "My_P/N"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "SOT91P240X110-3N"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Profusion"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RS"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "UA P/N"; Value = "15-0xxx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "DMP1045U"; VariantName = "[No Variations]"
Change component parameters: Designator = "Q2" ("Q?"); Footprint = "SOT91P240X110-3N"; UniqueID = "\LAYBPEXZ" ("\LAYBPEXZ")
Change component parameters (AddParameter): Name = "Arrow"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Web MF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.diodes.com"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet web"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://html.alldatasheet.com/html-pdf/833068/DIODES/DMP1045U/217/1/DMP1045U.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "Datasheet local"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DigiKey"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Farnell"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HelpURL"; Value = "https://www.diodes.com/assets/Datasheets/DMP1045U.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MF"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mouser"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MP"; Value = "FS8205A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "My_P/N"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "SOT91P240X110-3N"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Profusion"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RS"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "UA P/N"; Value = "15-0xxx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "DMP1045U"; VariantName = "[No Variations]"
Change component parameters: Designator = "R2" ("R2"); Footprint = "RESC2012X60N"; UniqueID = "\EMCFGFRY" ("\EMCFGFRY")
Change component parameters (AddParameter): Name = "Arrow"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Web MF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet web"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "Datasheet local"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DigiKey"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Farnell"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC"; Value = "C60485"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MF"; Value = "YAGEO"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting"; Value = "SMT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mouser"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MP"; Value = "RC0402JR-070RL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "My_P/N"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "RESC2012X60N"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Parameter 14"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Profusion"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RS"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "UA P/N"; Value = "13-0xxx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "NF"; VariantName = "[No Variations]"
Change component parameters: Designator = "R3" ("R3"); Footprint = "RESC2012X60N"; UniqueID = "\UTWJQZIT" ("\UTWJQZIT")
Change component parameters (AddParameter): Name = "Arrow"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Web MF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet web"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "Datasheet local"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DigiKey"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Farnell"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC"; Value = "C60485"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MF"; Value = "YAGEO"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting"; Value = "SMT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mouser"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MP"; Value = "RC0402JR-070RL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "My_P/N"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "RESC2012X60N"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Parameter 14"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Profusion"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RS"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "UA P/N"; Value = "13-0xxx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "NF"; VariantName = "[No Variations]"
Change component parameters: Designator = "R7" ("R7"); Footprint = "RESC2012X60N"; UniqueID = "\PWNKZUDE" ("\PWNKZUDE")
Change component parameters (AddParameter): Name = "Arrow"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Web MF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet web"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "Datasheet local"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DigiKey"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Farnell"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC"; Value = "C60485"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MF"; Value = "YAGEO"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting"; Value = "SMT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mouser"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MP"; Value = "RC0402JR-070RL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "My_P/N"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "RESC2012X60N"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Parameter 14"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Profusion"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RS"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "UA P/N"; Value = "13-0xxx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "NF"; VariantName = "[No Variations]"
Change component parameters: Designator = "R8" ("R8"); Footprint = "RESC2012X60N"; UniqueID = "\OLMQWPCR" ("\OLMQWPCR")
Change component parameters (AddParameter): Name = "Arrow"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Web MF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet web"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "Datasheet local"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DigiKey"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Farnell"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC"; Value = "C60485"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MF"; Value = "YAGEO"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting"; Value = "SMT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mouser"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MP"; Value = "RC0402JR-070RL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "My_P/N"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "RESC2012X60N"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Parameter 14"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Profusion"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RS"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "UA P/N"; Value = "13-0xxx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "NF"; VariantName = "[No Variations]"
Change component parameters: Designator = "R100" ("R5"); Footprint = "RESC2012X60N"; UniqueID = "\KFKGAGVC" ("\KFKGAGVC")
Change component parameters (AddParameter): Name = "Arrow"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Web MF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet web"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "Datasheet local"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "/D/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DigiKey"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Farnell"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC"; Value = "C60485"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MF"; Value = "YAGEO"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting"; Value = "SMT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mouser"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MP"; Value = "RC0402JR-070RL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "My_P/N"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "RESC2012X60N"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Parameter 14"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Profusion"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RS"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "UA P/N"; Value = "13-0xxx"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "NF"; VariantName = "[No Variations]"
Added Component: Designator=C?(CAPC2012X60N)
Add component (AddParameter): Name = "Arrow"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Web MF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet web"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = ""; VariantName = "[No Variations]"
